time,seconds_elapsed,z,y,x
1782778882203944700,0.18994482421875,-1.1009626388549805,-0.04555287957191467,-0.113361656665802
1782778882213954600,0.19995458984375,-2.0456175804138184,-0.3641102910041809,-1.0947376489639282
1782778882223964200,0.209964111328125,-3.5595626831054688,-0.43306243419647217,-1.7556421756744385
1782778882233943600,0.219943603515625,-5.514874458312988,-0.19429171085357666,-1.7189176082611084
1782778882243953200,0.229953125,-7.491095542907715,0.114178866147995,-1.7906771898269653
1782778882253963000,0.239962890625,-9.556861877441406,0.3976746201515198,-1.508743166923523
1782778882263942400,0.2499423828125,-11.068206787109375,0.7237101197242737,-1.3015297651290894
1782778882273952300,0.2599521484375,-11.920280456542969,0.9038218259811401,-0.45706719160079956
1782778882283961900,0.2699619140625,-12.829625129699707,0.9046065807342529,-0.6120067238807678
1782778882293941200,0.279941162109375,-13.217342376708984,0.7861198782920837,-0.8996219038963318
1782778882303950800,0.289950927734375,-13.072223663330078,0.530432403087616,-0.9040048122406006
1782778882313960700,0.299960693359375,-4.326104164123535,-6.423124313354492,4.805023193359375
1782778882323939800,0.30993994140625,-0.762404203414917,-6.137096405029297,5.096116065979004
1782778882333949700,0.31994970703125,1.36345636844635,-5.598069190979004,5.186408042907715
1782778882343959300,0.329959228515625,2.337646961212158,-5.86046838760376,4.80108118057251
1782778882353938700,0.339938720703125,3.055548906326294,-5.992332935333252,4.806933403015137
1782778882363948500,0.349948486328125,3.3850183486938477,-6.092225074768066,5.095308303833008
1782778882373958100,0.359958251953125,3.4066035747528076,-6.070533275604248,5.471512794494629
1782778882383937500,0.3699375,0.7978168725967407,-3.6812047958374023,7.984684467315674
1782778882393947400,0.379947509765625,0.5061445236206055,-3.77694034576416,8.288233757019043
1782778882404170800,0.390170654296875,0.4468401074409485,-3.9402923583984375,8.350003242492676
1782778882413936000,0.39993603515625,0.48483341932296753,-4.212002277374268,8.368144035339355
1782778882423946000,0.409946044921875,0.591367244720459,-4.749975681304932,8.318711280822754
1782778882433955600,0.41995556640625,0.8336182236671448,-5.322247505187988,8.013481140136719
1782778882444044300,0.430044189453125,0.9902923107147217,-6.08731746673584,7.5153350830078125
1782778882453944800,0.43994482421875,0.918982982635498,-7.109020233154297,6.502689361572266
1782778882463954400,0.449954345703125,1.1345529556274414,-8.262877464294434,4.860040187835693
