time,seconds_elapsed,z,y,x
1782772228082977000,0.21997705078125,-0.03094768524169922,-0.0009145922958850861,0.000586741603910923
1782772228092987000,0.22998681640625,-0.03333759307861328,-0.016040105372667313,-0.007342782337218523
1782772228102996700,0.239996826171875,-0.04536724090576172,-0.03160148113965988,-0.0009437068365514278
1782772228112976000,0.249975830078125,-0.040576934814453125,-0.0035918094217777252,-0.01374727301299572
1782772228122985700,0.25998583984375,-0.04057884216308594,0.011191163212060928,-0.02799312025308609
1782772228132995600,0.26999560546875,-0.03339672088623047,-0.0007198937237262726,-0.006324286572635174
1782772228142974700,0.279974609375,-0.057338714599609375,-0.0007199309766292572,-0.013386867940425873
1782772228152984300,0.289984375,-0.04776191711425781,-0.0031141676008701324,-0.0181150920689106
1782772228162994200,0.299994140625,-0.04297351837158203,-0.00784267857670784,-0.015721190720796585
1782772228172973300,0.309973388671875,-0.050156593322753906,-0.012631159275770187,-0.0012952890247106552
1782772228182983200,0.319983154296875,-0.05494499206542969,-0.005508188158273697,-0.0036298404447734356
1782772228192992800,0.32999267578125,-0.04536724090576172,0.004008479416370392,-0.013146257027983665
1782772228202972200,0.33997216796875,-0.05734539031982422,0.002914130687713623,-0.014421990141272545
1782772228212982000,0.34998193359375,-0.05016326904296875,0.00285421684384346,0.009520026855170727
1782772228222992000,0.359991943359375,-0.0645284652709961,0.00046003982424736023,0.007126114331185818
1782772228232971000,0.369970947265625,-0.05974006652832031,-0.01623925194144249,0.011974903754889965
1782772228242980900,0.37998095703125,-0.04537487030029297,-0.01863342709839344,0.00479258643463254
1782772228252990500,0.389990478515625,-0.05734539031982422,-0.011510848999023438,0.007187367882579565
1782772228262969900,0.399969970703125,-0.04537487030029297,0.007642790675163269,-0.0024489853531122208
1782772228272979500,0.4099794921875,-0.04537487030029297,0.0005201846361160278,-0.004842318594455719
1782772228282989300,0.4199892578125,-0.07171058654785156,-0.004328053444623947,-0.009570891037583351
1782772228292968400,0.429968505859375,-0.05495166778564453,-0.006722252815961838,0.007188521325588226
1782772228302978300,0.439978271484375,-0.0645284652709961,-0.013845149427652359,0.009523650631308556
1782772228312988200,0.44998828125,-0.0621337890625,0.0005200579762458801,-0.002387263812124729
1782772228322967300,0.45996728515625,-0.05734539031982422,-0.008996885269880295,-0.007175378035753965
1782772228332977200,0.46997705078125,-0.06692314147949219,-0.008877027779817581,0.01682683825492859
1782772228342987000,0.479987060546875,-0.057346343994140625,0.0031538382172584534,-0.0047206878662109375
1782772228352996600,0.48999658203125,-0.07171154022216797,-0.0016946569085121155,0.009704616852104664
